Timestamp, Memory Usage
1685622090.689294, 8
1685622090.689657, 0
1685622094.597321, 8
1685622094.597720, 0
1685622096.728074, 2073854
1685622096.738659, 4147708
1685622096.749426, 6221562
1685622096.800852, 8295416
1685622096.809546, 10369270
1685622096.819948, 12443124
1685622096.829276, 14516978
1685622096.838722, 16590832
1685622096.866693, 18664686
1685622096.902443, 20738540
1685622096.941712, 22812394
1685622096.968762, 24886248
1685622097.007795, 26960102
1685622097.038100, 29033956
1685622097.072536, 31107810
1685622097.105929, 33181664
1685622097.140368, 35255518
1685622097.177051, 37329372
1685622097.213975, 39403226
1685622097.248271, 41477080
1685622097.279975, 43550934
1685622097.314875, 45624788
1685622097.348007, 47698642
1685622097.381501, 49772496
1685622097.416963, 51846350
1685622097.450728, 53920204
1685622097.484232, 55994058
1685622097.519489, 58067912
1685622097.553510, 60141766
1685622097.587965, 62215620
1685622097.623789, 64289474
1685622097.712074, 66363328
1685622097.721289, 68437182
1685622097.729039, 70511036
1685622097.761994, 72584890
1685622097.767387, 72584898
1685622097.768104, 72584890
1685622097.769329, 72584898
1685622097.769649, 72584890
1685622097.795989, 74658744
1685622097.830085, 76732598
1685622097.866031, 78806452
1685622097.899379, 80880306
1685622097.933812, 82954160
1685622097.967419, 85028014
1685622098.002734, 87101868
1685622098.035855, 89175722
1685622098.072666, 91249576
1685622098.105588, 93323430
1685622098.139879, 95397284
1685622098.175332, 97471138
1685622098.208753, 99544992
1685622098.267805, 101618846
1685622098.285223, 103692700
1685622098.314128, 105766554
1685622098.346787, 107840408
1685622098.383513, 109914262
1685622098.417060, 111988116
1685622098.463598, 114061970
1685622098.495142, 116135824
1685622098.524169, 118209678
1685622098.549955, 116135824
1685622098.550220, 114061970
1685622098.550329, 111988116
1685622098.550389, 109914262
1685622098.550445, 107840408
1685622098.550498, 105766554
1685622098.550549, 103692700
1685622098.550612, 101618846
1685622098.550664, 99544992
1685622098.550717, 97471138
1685622098.550771, 95397284
1685622098.550823, 93323430
1685622098.550874, 91249576
1685622098.550924, 89175722
1685622098.550974, 87101868
1685622098.551024, 85028014
1685622098.551077, 82954160
1685622098.551136, 80880306
1685622098.551215, 78806452
1685622098.556184, 80880306
1685622098.590844, 82954160
1685622098.624639, 85028014
1685622098.664816, 87101868
1685622098.699483, 89175722
1685622098.732297, 91249576
1685622098.770983, 93323430
1685622098.819292, 95397284
1685622098.846448, 97471138
1685622098.866394, 99544992
1685622098.903009, 101618846
1685622098.934561, 103692700
1685622098.972123, 105766554
1685622099.007457, 107840408
1685622099.040296, 109914262
1685622099.079072, 111988116
1685622099.119114, 114061970
1685622099.148066, 116135824
1685622099.176733, 118209678
1685622099.218074, 120283532
1685622099.256532, 122357386
1685622099.290226, 124431240
1685622099.343145, 126505094
1685622099.379555, 128578948
1685622099.394954, 130652802
1685622099.421542, 132726656
1685622099.459422, 134800510
1685622099.488918, 136874364
1685622099.523688, 138948218
1685622099.551141, 136874364
1685622099.551398, 134800510
1685622099.551477, 132726656
1685622099.551538, 130652802
1685622099.551593, 128578948
1685622099.551684, 126505094
1685622099.551744, 124431240
1685622099.551800, 122357386
1685622099.551856, 120283532
1685622099.551914, 118209678
1685622099.551979, 116135824
1685622099.552050, 114061970
1685622099.552234, 111988116
1685622099.552321, 109914262
1685622099.552407, 107840408
1685622099.552591, 105766554
1685622099.552713, 103692700
1685622099.552787, 101618846
1685622099.552844, 99544992
1685622099.552897, 97471138
1685622099.552958, 95397284
1685622099.553034, 93323430
1685622099.553106, 91249576
1685622099.553162, 89175722
1685622099.553247, 87101868
1685622099.553306, 85028014
1685622099.553397, 82954160
1685622099.553458, 80880306
