Timestamp,Memory Usage
1685622097.027096, 26960102
1685622097.033181, 53920204
1685622097.038100, 29033956
1685622097.054868, 55994058
1685622097.057077, 58067912
1685622097.061400, 29033956
1685622097.065173, 55994058
1685622097.065887, 58067912
1685622097.072536, 31107810
1685622097.082505, 60141766
1685622097.082842, 62215620
1685622097.094968, 31107810
1685622097.096713, 60141766
1685622097.098192, 62215620
1685622097.105929, 33181664
1685622097.115605, 64289474
1685622097.118522, 66363328
1685622097.129084, 33181664
1685622097.133565, 64289474
1685622097.135795, 66363328
1685622097.140368, 35255518
1685622097.150850, 68437182
1685622097.153606, 70511036
1685622097.162462, 35255518
1685622097.167091, 68437182
1685622097.169502, 70511036
1685622097.177051, 37329372
1685622097.184244, 72584890
1685622097.184552, 74658744
1685622097.196209, 37329372
1685622097.203826, 72584890
1685622097.206003, 74658744
1685622097.213975, 39403226
1685622097.222721, 76732598
1685622097.226992, 78806452
1685622097.233814, 39403226
1685622097.237563, 76732598
1685622097.239760, 78806452
1685622097.248271, 41477080
1685622097.256726, 80880306
1685622097.257017, 82954160
1685622097.266751, 41477080
1685622097.273630, 80880306
1685622097.274428, 82954160
1685622097.279975, 43550934
1685622097.291810, 85028014
1685622097.292106, 87101868
1685622097.302243, 43550934
1685622097.305592, 85028014
1685622097.309130, 87101868
1685622097.314875, 45624788
1685622097.330595, 89175722
1685622097.330936, 91249576
1685622097.336101, 45624788
1685622097.336448, 89175722
1685622097.343990, 91249576
1685622097.348007, 47698642
1685622097.357875, 93323430
1685622097.365765, 95397284
1685622097.369401, 47698642
1685622097.371708, 93323430
1685622097.377484, 95397284
1685622097.381501, 49772496
1685622097.392711, 97471138
1685622097.393710, 99544992
1685622097.403883, 49772496
1685622097.404218, 97471138
1685622097.409130, 99544992
1685622097.416963, 51846350
1685622097.424867, 101618846
1685622097.435425, 103692700
1685622097.441276, 51846350
1685622097.445197, 101618846
1685622097.446621, 103692700
1685622097.450728, 53920204
1685622097.459855, 105766554
1685622097.462128, 107840408
1685622097.471897, 53920204
1685622097.483819, 105766554
1685622097.484232, 55994058
1685622097.485157, 107840408
1685622097.494294, 109914262
1685622097.501235, 111988116
1685622097.507790, 55994058
1685622097.511803, 109914262
1685622097.514841, 111988116
1685622097.519489, 58067912
1685622097.527278, 114061970
1685622097.528466, 116135824
1685622097.542054, 58067912
1685622097.546366, 114061970
1685622097.550963, 116135824
1685622097.553510, 60141766
1685622097.559177, 118209678
1685622097.560078, 120283532
1685622097.577972, 60141766
1685622097.580759, 118209678
1685622097.581887, 120283532
1685622097.587965, 62215620
1685622097.592788, 122357386
1685622097.597147, 124431240
1685622097.615459, 62215620
1685622097.623789, 64289474
1685622097.629924, 126505094
1685622097.631105, 128578948
1685622097.632984, 122357386
1685622097.633425, 124431240
1685622097.641310, 124431248
1685622097.643071, 124431240
1685622097.648184, 64289474
1685622097.648219, 126505094
1685622097.651094, 128578948
1685622097.712074, 66363328
1685622097.720486, 130652802
1685622097.721289, 68437182
1685622097.726743, 132726656
1685622097.729039, 70511036
1685622097.730526, 130652802
1685622097.732813, 134800510
1685622097.736305, 130652810
1685622097.736886, 130652802
1685622097.737122, 66363328
1685622097.738166, 136874364
1685622097.742188, 132726656
1685622097.746553, 138948218
1685622097.746585, 68437182
1685622097.749106, 134800510
1685622097.751707, 141022072
1685622097.756258, 70511036
1685622097.759851, 136874364
1685622097.761994, 72584890
1685622097.762259, 138948218
1685622097.762707, 138948226
1685622097.763137, 138948218
1685622097.767387, 72584898
1685622097.768104, 72584890
1685622097.769329, 72584898
1685622097.769649, 72584890
1685622097.770125, 143095926
1685622097.770754, 145169780
1685622097.771218, 141022072
1685622097.781502, 72584890
1685622097.783674, 143095926
1685622097.787447, 145169780
1685622097.795989, 74658744
1685622097.801163, 147243634
1685622097.801457, 149317488
1685622097.817322, 147243634
1685622097.817415, 74658744
1685622097.821857, 149317488
1685622097.830085, 76732598
1685622097.834856, 151391342
1685622097.835996, 153465196
1685622097.850361, 76732598
1685622097.850789, 151391342
1685622097.851547, 153465196
1685622097.866031, 78806452
1685622097.872904, 155539050
1685622097.874045, 157612904
1685622097.887011, 78806452
1685622097.888076, 155539050
1685622097.889405, 157612904
1685622097.899379, 80880306
1685622097.903656, 159686758
1685622097.904021, 161760612
1685622097.924372, 80880306
1685622097.928678, 159686758
1685622097.928771, 161760612
1685622097.930188, 161760620
1685622097.931635, 161760612
1685622097.932553, 161760620
1685622097.933812, 82954160
1685622097.936982, 161760612
1685622097.940380, 163834466
1685622097.941039, 165908320
1685622097.950982, 165908328
1685622097.951591, 165908320
1685622097.954432, 82954160
1685622097.960519, 163834466
1685622097.961595, 165908320
1685622097.967419, 85028014
1685622097.974201, 167982174
1685622097.975203, 170056028
1685622097.989251, 85028014
1685622097.992035, 167982174
1685622097.993531, 170056028
1685622098.002734, 87101868
1685622098.007559, 172129882
1685622098.007901, 174203736
1685622098.024585, 172129882
1685622098.024910, 87101868
1685622098.028584, 174203736
1685622098.035855, 89175722
1685622098.042801, 176277590
1685622098.043886, 178351444
1685622098.057817, 89175722
1685622098.062678, 176277590
1685622098.063048, 178351444
1685622098.072666, 91249576
1685622098.076511, 180425298
1685622098.077036, 182499152
1685622098.092686, 91249576
1685622098.093822, 180425298
1685622098.097600, 182499152
1685622098.105588, 93323430
1685622098.110657, 184573006
1685622098.112157, 186646860
1685622098.128159, 93323430
1685622098.132107, 184573006
1685622098.132992, 186646860
1685622098.139879, 95397284
1685622098.144801, 188720714
1685622098.145116, 190794568
1685622098.161293, 95397284
1685622098.163154, 188720714
1685622098.163769, 190794568
1685622098.175332, 97471138
1685622098.175494, 93323430
1685622098.175589, 91249576
1685622098.175649, 89175722
1685622098.175733, 87101868
1685622098.175786, 85028014
1685622098.175838, 82954160
1685622098.175890, 80880306
1685622098.175951, 78806452
1685622098.176362, 192868422
1685622098.180562, 194942276
1685622098.196410, 192868422
1685622098.197734, 80880306
1685622098.197949, 194942276
1685622098.208753, 99544992
1685622098.213405, 197016130
1685622098.216255, 199089984
1685622098.229113, 82954160
1685622098.234386, 197016130
1685622098.234527, 199089984
1685622098.250262, 201163838
1685622098.251245, 203237692
1685622098.264673, 85028014
1685622098.266058, 201163838
1685622098.267805, 101618846
1685622098.275994, 203237692
1685622098.283633, 205311546
1685622098.283965, 207385400
1685622098.285223, 103692700
1685622098.303311, 87101868
1685622098.303488, 205311546
1685622098.307859, 207385400
1685622098.314128, 105766554
1685622098.323084, 209459254
1685622098.324902, 211533108
1685622098.333315, 89175722
1685622098.338201, 209459254
1685622098.340563, 211533108
1685622098.346787, 107840408
1685622098.356148, 213606962
1685622098.357909, 215680816
1685622098.367768, 91249576
1685622098.380104, 213606962
1685622098.383513, 109914262
1685622098.383981, 215680816
1685622098.389956, 217754670
1685622098.390930, 219828524
1685622098.408140, 217754670
1685622098.410024, 93323430
1685622098.411022, 219828524
1685622098.417060, 111988116
1685622098.422124, 221902378
1685622098.427344, 223976232
1685622098.437171, 95397284
1685622098.439396, 221902378
1685622098.441730, 223976232
1685622098.461601, 226050086
1685622098.463598, 114061970
1685622098.465596, 228123940
1685622098.471458, 97471138
1685622098.486677, 226050086
1685622098.493227, 228123940
1685622098.495142, 116135824
1685622098.497720, 230197794
1685622098.500271, 232271648
1685622098.501891, 226050086
1685622098.501995, 223976232
1685622098.502048, 221902378
1685622098.502099, 219828524
1685622098.502151, 217754670
1685622098.502200, 215680816
1685622098.502257, 213606962
1685622098.502309, 211533108
1685622098.502372, 209459254
1685622098.508826, 99544992
1685622098.515063, 211533108
1685622098.516920, 213606962
1685622098.524169, 118209678
1685622098.539946, 234345502
1685622098.540693, 101618846
1685622098.541385, 236419356
1685622098.544907, 215680816
1685622098.545056, 217754670
1685622098.549955, 116135824
1685622098.550220, 114061970
1685622098.550329, 111988116
1685622098.550389, 109914262
1685622098.550445, 107840408
1685622098.550498, 105766554
1685622098.550549, 103692700
1685622098.550612, 101618846
1685622098.550664, 99544992
1685622098.550717, 97471138
1685622098.550771, 95397284
1685622098.550823, 93323430
1685622098.550874, 91249576
1685622098.550924, 89175722
1685622098.550974, 87101868
1685622098.551024, 85028014
1685622098.551077, 82954160
1685622098.551136, 80880306
1685622098.551215, 78806452
1685622098.556184, 80880306
1685622098.570011, 238493210
1685622098.571391, 240567064
1685622098.575732, 103692700
1685622098.588151, 219828524
1685622098.588415, 221902378
1685622098.590844, 82954160
1685622098.604286, 242640918
1685622098.604973, 244714772
1685622098.612673, 105766554
1685622098.621440, 223976232
1685622098.621558, 226050086
1685622098.624639, 85028014
1685622098.641532, 246788626
1685622098.644209, 107840408
1685622098.646539, 248862480
1685622098.648256, 228123940
1685622098.648390, 230197794
1685622098.664816, 87101868
1685622098.678118, 250936334
1685622098.678682, 109914262
1685622098.680330, 253010188
1685622098.682589, 232271648
1685622098.684453, 234345502
1685622098.698945, 255084042
1685622098.699483, 89175722
1685622098.714051, 111988116
1685622098.727930, 257157896
1685622098.729434, 236419356
1685622098.729563, 238493210
1685622098.732297, 91249576
1685622098.741087, 259231750
1685622098.748857, 114061970
1685622098.750554, 240567064
1685622098.750871, 242640918
1685622098.761357, 261305604
1685622098.770983, 93323430
1685622098.772370, 263379458
1685622098.784379, 116135824
1685622098.784947, 265453312
1685622098.785581, 244714772
1685622098.785687, 246788626
1685622098.805813, 267527166
1685622098.811944, 269601020
1685622098.817321, 118209678
1685622098.819292, 95397284
1685622098.835120, 248862480
1685622098.835298, 250936334
1685622098.846448, 97471138
1685622098.850823, 271674874
1685622098.851797, 253010188
1685622098.854542, 120283532
1685622098.855070, 255084042
1685622098.857370, 273748728
1685622098.866394, 99544992
1685622098.883472, 257157896
1685622098.884175, 275822582
1685622098.885768, 122357386
1685622098.886029, 277896436
1685622098.896748, 259231750
1685622098.903009, 101618846
1685622098.909622, 279970290
1685622098.919773, 282044144
1685622098.921300, 124431240
1685622098.924504, 261305604
1685622098.924915, 263379458
1685622098.933157, 263379466
1685622098.934380, 263379458
1685622098.934561, 103692700
1685622098.941464, 263379466
1685622098.942118, 263379458
1685622098.946507, 284117998
1685622098.952603, 265453312
1685622098.963416, 267527166
1685622098.968714, 126505094
1685622098.971834, 286191852
1685622098.972123, 105766554
1685622098.980759, 288265706
1685622098.988927, 128578948
1685622098.991349, 269601020
1685622098.991670, 271674874
1685622098.991924, 290339560
1685622099.007457, 107840408
1685622099.029491, 130652802
1685622099.040296, 109914262
1685622099.041496, 273748728
1685622099.041609, 275822582
1685622099.043963, 292413414
1685622099.046839, 294487268
1685622099.058344, 132726656
1685622099.058464, 277896436
1685622099.058967, 279970290
1685622099.078774, 296561122
1685622099.079072, 111988116
1685622099.079573, 298634976
1685622099.099278, 134800510
1685622099.100124, 282044144
1685622099.104258, 284117998
1685622099.105473, 300708830
1685622099.109156, 302782684
1685622099.119114, 114061970
1685622099.126534, 286191852
1685622099.126843, 136874364
1685622099.130260, 288265706
1685622099.146361, 304856538
1685622099.148066, 116135824
1685622099.148337, 306930392
1685622099.161178, 138948218
1685622099.163165, 290339560
1685622099.164124, 292413414
1685622099.164222, 309004246
1685622099.175827, 136874364
1685622099.175904, 134800510
1685622099.175970, 132726656
1685622099.176010, 130652802
1685622099.176047, 128578948
1685622099.176084, 126505094
1685622099.176120, 124431240
1685622099.176230, 122357386
1685622099.176272, 120283532
1685622099.176308, 118209678
1685622099.176733, 118209678
1685622099.192757, 306930392
1685622099.193020, 304856538
1685622099.193091, 302782684
1685622099.193233, 300708830
1685622099.193327, 298634976
1685622099.193401, 296561122
1685622099.193458, 294487268
1685622099.193515, 292413414
1685622099.193571, 290339560
1685622099.193627, 288265706
1685622099.193686, 286191852
1685622099.193743, 284117998
1685622099.193799, 282044144
1685622099.193856, 279970290
1685622099.193909, 277896436
1685622099.193963, 275822582
1685622099.194019, 273748728
1685622099.194057, 294487268
1685622099.194081, 271674874
1685622099.194135, 269601020
1685622099.201869, 271674874
1685622099.203794, 120283532
1685622099.208432, 296561122
1685622099.218074, 120283532
1685622099.224306, 273748728
1685622099.229186, 122357386
1685622099.235960, 298634976
1685622099.236910, 300708830
1685622099.240122, 275822582
1685622099.256532, 122357386
1685622099.265782, 277896436
1685622099.266092, 279970290
1685622099.267632, 302782684
1685622099.268824, 124431240
1685622099.273528, 304856538
1685622099.290226, 124431240
1685622099.292609, 282044144
1685622099.298964, 284117998
1685622099.304326, 306930392
1685622099.304994, 309004246
1685622099.305008, 126505094
1685622099.310018, 286191852
1685622099.326533, 288265706
1685622099.332583, 128578948
1685622099.337770, 311078100
1685622099.341340, 313151954
1685622099.343145, 126505094
1685622099.362989, 290339560
1685622099.368278, 315225808
1685622099.370026, 317299662
1685622099.371003, 130652802
1685622099.373931, 292413414
1685622099.379555, 128578948
1685622099.393193, 294487268
1685622099.394195, 296561122
1685622099.394954, 130652802
1685622099.401156, 319373516
1685622099.401924, 132726656
1685622099.402593, 321447370
1685622099.418561, 298634976
1685622099.419709, 300708830
1685622099.421542, 132726656
1685622099.434379, 302782684
1685622099.435910, 304856538
1685622099.435936, 134800510
1685622099.439103, 323521224
1685622099.440710, 325595078
1685622099.459422, 134800510
1685622099.468933, 306930392
1685622099.470652, 327668932
1685622099.470965, 136874364
1685622099.473504, 309004246
1685622099.475961, 329742786
1685622099.488918, 136874364
1685622099.493574, 311078100
1685622099.495230, 313151954
1685622099.502340, 327668932
1685622099.502461, 325595078
1685622099.502774, 323521224
1685622099.502858, 321447370
1685622099.502919, 319373516
1685622099.502978, 317299662
1685622099.503098, 315225808
1685622099.503179, 313151954
1685622099.503253, 311078100
1685622099.503515, 309004246
1685622099.503605, 306930392
1685622099.503665, 304856538
1685622099.503723, 302782684
1685622099.503780, 300708830
1685622099.504098, 298634976
1685622099.504193, 296561122
1685622099.504274, 294487268
1685622099.504330, 292413414
1685622099.504387, 290339560
1685622099.504444, 288265706
1685622099.508233, 290339560
1685622099.509902, 138948218
1685622099.515373, 292413414
1685622099.523688, 138948218
1685622099.529575, 315225808
1685622099.533442, 317299662
1685622099.541339, 141022072
1685622099.543888, 294487268
1685622099.544911, 296561122
1685622099.551141, 136874364
1685622099.551398, 134800510
1685622099.551477, 132726656
1685622099.551538, 130652802
1685622099.551593, 128578948
1685622099.551684, 126505094
1685622099.551744, 124431240
1685622099.551800, 122357386
1685622099.551856, 120283532
1685622099.551914, 118209678
1685622099.551979, 116135824
1685622099.552050, 114061970
1685622099.552234, 111988116
1685622099.552321, 109914262
1685622099.552407, 107840408
1685622099.552591, 105766554
1685622099.552713, 103692700
1685622099.552787, 101618846
1685622099.552844, 99544992
1685622099.552897, 97471138
1685622099.552958, 95397284
1685622099.553034, 93323430
1685622099.553106, 91249576
1685622099.553162, 89175722
1685622099.553247, 87101868
1685622099.553306, 85028014
1685622099.553397, 82954160
1685622099.553458, 80880306
1685622099.553516, 78806452
1685622099.553567, 76732598
1685622099.553625, 74658744
1685622099.553679, 72584890
1685622099.553726, 70511036
1685622099.553773, 68437182
1685622099.553837, 66363328
1685622099.553894, 64289474
1685622099.553935, 62215620
1685622099.553972, 60141766
1685622099.554008, 58067912
1685622099.554054, 55994058
1685622099.554107, 53920204
1685622099.554157, 51846350
1685622099.554206, 49772496
1685622099.554256, 47698642
1685622099.554305, 45624788
1685622099.554353, 43550934
1685622099.554412, 41477080
1685622099.554476, 39403226
1685622099.554535, 37329372
1685622099.554588, 35255518
1685622099.554638, 33181664
1685622099.554705, 31107810
1685622099.554760, 29033956
1685622099.554815, 26960102
1685622099.554872, 24886248
1685622099.554955, 22812394
1685622099.555013, 20738540
1685622099.555070, 18664686
1685622099.555142, 16590832
1685622099.555197, 14516978
1685622099.555251, 12443124
1685622099.555308, 10369270
1685622099.555364, 8295416
1685622099.555431, 6221562
1685622099.555488, 4147708
1685622099.555750, 6221562
1685622099.567343, 319373516
1685622099.568425, 321447370
1685622099.574896, 298634976
1685622099.575273, 300708830
1685622099.576482, 143095926
1685622099.587476, 8295416
1685622099.605301, 323521224
1685622099.607008, 325595078
1685622099.610710, 145169780
1685622099.611293, 302782684
1685622099.616501, 304856538
1685622099.621679, 10369270
1685622099.643493, 327668932
1685622099.645131, 306930392
1685622099.645317, 147243634
1685622099.645659, 329742786
1685622099.648766, 309004246
1685622099.657742, 12443124
1685622099.674858, 331816640
1685622099.678213, 311078100
1685622099.678840, 333890494
1685622099.680150, 313151954
1685622099.683031, 149317488
1685622099.690322, 14516978
1685622099.712867, 151391342
1685622099.714118, 335964348
1685622099.714927, 338038202
1685622099.714945, 315225808
1685622099.715564, 317299662
1685622099.727166, 16590832
1685622099.747633, 319373516
1685622099.749637, 340112056
1685622099.750701, 321447370
1685622099.751851, 153465196
1685622099.759753, 18664686
1685622099.761322, 342185910
1685622099.779276, 344259764
1685622099.780058, 346333618
1685622099.780262, 323521224
1685622099.781230, 325595078
1685622099.782805, 155539050
1685622099.795057, 20738540
1685622099.802384, 348407472
1685622099.804951, 350481326
1685622099.816027, 327668932
1685622099.816151, 329742786
1685622099.816330, 157612904
1685622099.828222, 22812394
1685622099.839636, 22812402
1685622099.840527, 22812394
1685622099.844212, 352555180
1685622099.845379, 354629034
1685622099.849355, 331816640
1685622099.851779, 159686758
1685622099.852403, 333890494
1685622099.862305, 22812402
1685622099.864195, 22812394
1685622099.864316, 24886248
1685622099.876404, 356702888
1685622099.876735, 358776742
1685622099.888977, 335964348
1685622099.889797, 338038202
1685622099.890563, 161760612
1685622099.897122, 26960102
1685622099.907345, 360850596
1685622099.908964, 362924450
1685622099.910674, 362924458
1685622099.910985, 362924450
1685622099.918242, 340112056
1685622099.920053, 163834466
1685622099.921784, 342185910
1685622099.933233, 29033956
1685622099.937215, 364998304
1685622099.941297, 367072158
1685622099.954388, 165908320
1685622099.955602, 344259764
1685622099.956632, 346333618
1685622099.966228, 31107810
1685622099.977220, 369146012
1685622099.978021, 371219866
1685622099.989343, 348407472
1685622099.991355, 350481326
1685622099.991452, 167982174
1685622100.001097, 33181664
1685622100.007904, 373293720
1685622100.013963, 375367574
1685622100.021994, 352555180
1685622100.023679, 170056028
1685622100.023950, 354629034
1685622100.036578, 35255518
1685622100.043211, 377441428
1685622100.044702, 379515282
1685622100.058727, 172129882
1685622100.062694, 356702888
1685622100.064861, 358776742
1685622100.069510, 37329372
1685622100.076067, 381589136
1685622100.077683, 383662990
1685622100.090756, 360850596
1685622100.093077, 362924450
1685622100.097890, 174203736
1685622100.104042, 39403226
1685622100.108309, 385736844
1685622100.113424, 387810698
1685622100.126627, 364998304
1685622100.129033, 367072158
1685622100.129046, 176277590
1685622100.138659, 41477080
1685622100.146908, 389884552
1685622100.147937, 391958406
1685622100.161076, 178351444
1685622100.173380, 369146012
1685622100.173485, 371219866
1685622100.176409, 176277590
1685622100.176493, 174203736
1685622100.176533, 172129882
1685622100.176573, 170056028
1685622100.176610, 167982174
1685622100.176660, 165908320
1685622100.176671, 394032260
1685622100.176699, 163834466
1685622100.176752, 161760612
1685622100.176848, 159686758
1685622100.176890, 157612904
1685622100.176927, 155539050
1685622100.177543, 43550934
1685622100.179332, 394032268
1685622100.179657, 394032260
1685622100.185934, 396106114
1685622100.193319, 394032260
1685622100.193560, 391958406
1685622100.193641, 389884552
1685622100.193702, 387810698
1685622100.193770, 385736844
1685622100.193836, 383662990
1685622100.193895, 381589136
1685622100.193969, 379515282
1685622100.194032, 377441428
1685622100.194093, 375367574
1685622100.194151, 373293720
1685622100.194211, 371219866
1685622100.194268, 369146012
1685622100.194322, 367072158
1685622100.194375, 364998304
1685622100.194429, 362924450
1685622100.194487, 360850596
1685622100.194547, 358776742
1685622100.194631, 356702888
1685622100.194708, 354629034
1685622100.194778, 352555180
1685622100.194836, 350481326
1685622100.194893, 348407472
1685622100.195710, 373293720
1685622100.196533, 375367574
1685622100.198209, 157612904
1685622100.208501, 45624788
1685622100.218237, 350481326
1685622100.219720, 352555180
1685622100.229311, 377441428
1685622100.230348, 159686758
1685622100.232750, 379515282
1685622100.243999, 47698642
1685622100.249225, 354629034
1685622100.250068, 356702888
1685622100.264440, 161760612
1685622100.265843, 381589136
1685622100.272660, 383662990
1685622100.277514, 49772496
1685622100.284894, 358776742
1685622100.288012, 360850596
1685622100.298438, 385736844
1685622100.298525, 387810698
1685622100.299341, 163834466
1685622100.315610, 51846350
1685622100.316988, 362924450
1685622100.323653, 364998304
1685622100.332712, 165908320
1685622100.337978, 389884552
1685622100.338890, 391958406
1685622100.358075, 53920204
1685622100.358406, 367072158
1685622100.358668, 369146012
1685622100.368170, 167982174
1685622100.370188, 394032260
1685622100.377294, 396106114
1685622100.385905, 55994058
1685622100.391153, 371219866
1685622100.391447, 373293720
1685622100.402401, 170056028
1685622100.405475, 398179968
1685622100.406032, 400253822
1685622100.424187, 375367574
1685622100.424613, 58067912
1685622100.425581, 377441428
1685622100.435237, 402327676
1685622100.435637, 172129882
1685622100.437690, 404401530
1685622100.459091, 60141766
1685622100.463168, 379515282
1685622100.463930, 381589136
1685622100.470651, 174203736
1685622100.474835, 406475384
1685622100.481079, 408549238
1685622100.485449, 62215620
1685622100.493519, 383662990
1685622100.496126, 385736844
1685622100.502865, 406475384
1685622100.503196, 404401530
1685622100.503424, 402327676
1685622100.503687, 400253822
1685622100.503747, 398179968
1685622100.503806, 396106114
1685622100.503860, 394032260
1685622100.503937, 391958406
1685622100.504002, 389884552
1685622100.504056, 387810698
1685622100.504110, 385736844
1685622100.504163, 383662990
1685622100.504216, 381589136
1685622100.504278, 379515282
1685622100.504331, 377441428
1685622100.504386, 375367574
1685622100.504447, 373293720
1685622100.504502, 371219866
1685622100.504590, 369146012
1685622100.504658, 367072158
1685622100.504717, 364998304
1685622100.504788, 362924450
1685622100.505970, 176277590
1685622100.517969, 364998304
1685622100.519006, 367072158
1685622100.520941, 64289474
1685622100.532180, 387810698
1685622100.532824, 389884552
1685622100.539652, 369146012
1685622100.540738, 178351444
1685622100.540971, 371219866
1685622100.551821, 62215620
1685622100.552326, 60141766
1685622100.552422, 58067912
1685622100.552487, 55994058
1685622100.552544, 53920204
1685622100.552602, 51846350
1685622100.552669, 49772496
1685622100.552735, 47698642
1685622100.552792, 45624788
1685622100.552847, 43550934
1685622100.552899, 41477080
1685622100.552954, 39403226
1685622100.553007, 37329372
1685622100.553058, 35255518
1685622100.553109, 33181664
1685622100.553161, 31107810
1685622100.553216, 29033956
1685622100.553281, 26960102
1685622100.553339, 24886248
1685622100.553401, 22812394
1685622100.553454, 20738540
1685622100.553516, 18664686
1685622100.553924, 16590832
1685622100.554119, 14516978
1685622100.554194, 12443124
1685622100.554267, 10369270
1685622100.557387, 12443124
1685622100.563520, 391958406
1685622100.573959, 373293720
1685622100.576912, 375367574
1685622100.578320, 180425298
1685622100.587958, 14516978
1685622100.594778, 394032260
1685622100.596999, 396106114
1685622100.597655, 398179968
1685622100.609934, 182499152
1685622100.613068, 377441428
1685622100.614282, 379515282
1685622100.625920, 16590832
1685622100.633616, 400253822
1685622100.635546, 402327676
1685622100.643649, 184573006
1685622100.647870, 381589136
1685622100.650028, 383662990
1685622100.656960, 18664686
1685622100.665593, 404401530
1685622100.669519, 406475384
1685622100.677091, 385736844
1685622100.680636, 186646860
1685622100.681235, 387810698
1685622100.691361, 20738540
1685622100.698814, 408549238
1685622100.700122, 410623092
1685622100.713487, 188720714
1685622100.713977, 389884552
1685622100.714515, 391958406
1685622100.732151, 22812394
1685622100.733707, 412696946
1685622100.735865, 414770800
1685622100.744834, 394032260
1685622100.746800, 190794568
1685622100.748914, 396106114
1685622100.762960, 24886248
1685622100.765596, 416844654
1685622100.768495, 418918508
1685622100.781504, 398179968
1685622100.782723, 192868422
1685622100.789006, 400253822
1685622100.794137, 26960102
1685622100.798759, 420992362
1685622100.802868, 423066216
1685622100.816468, 194942276
1685622100.818889, 402327676
1685622100.819892, 404401530
1685622100.828401, 29033956
1685622100.832548, 425140070
1685622100.839976, 427213924
1685622100.850944, 406475384
1685622100.851212, 408549238
1685622100.851557, 197016130
1685622100.862846, 31107810
1685622100.884749, 429287778
1685622100.886470, 410623092
1685622100.886654, 199089984
1685622100.889175, 431361632
1685622100.889344, 412696946
1685622100.897252, 33181664
1685622100.905035, 433435486
1685622100.909815, 435509340
1685622100.918019, 414770800
1685622100.921030, 201163838
1685622100.924562, 416844654
1685622100.931592, 35255518
1685622100.945919, 437583194
1685622100.947973, 439657048
1685622100.955294, 418918508
1685622100.955420, 420992362
1685622100.956023, 203237692
1685622100.973473, 37329372
1685622100.981095, 441730902
1685622100.984926, 441730910
1685622100.985243, 441730902
1685622100.986168, 443804756
1685622100.986820, 423066216
1685622100.989206, 205311546
1685622100.993435, 425140070
1685622101.005458, 39403226
1685622101.020094, 445878610
