Timestamp, Memory Usage
1685622088.883143, 8
1685622088.883476, 0
1685622089.530153, 8
1685622089.530399, 0
1685622092.260360, 8
1685622092.260906, 0
1685622092.300236, 8
1685622092.300566, 0
1685622092.464724, 8
1685622092.465217, 0
1685622092.465333, 8
1685622092.465975, 0
1685622092.497563, 8
1685622092.498306, 0
1685622092.514038, 8
1685622092.514366, 0
1685622094.288526, 8
1685622094.289059, 0
1685622096.832687, 2073854
1685622096.844170, 4147708
1685622096.852797, 6221562
1685622096.863309, 8295416
1685622096.873531, 10369270
1685622096.883128, 12443124
1685622096.892128, 14516978
1685622096.902731, 16590832
1685622096.913501, 18664686
1685622096.922418, 20738540
1685622096.956686, 22812394
1685622096.989851, 24886248
1685622097.027096, 26960102
1685622097.061400, 29033956
1685622097.094968, 31107810
1685622097.129084, 33181664
1685622097.162462, 35255518
1685622097.196209, 37329372
1685622097.233814, 39403226
1685622097.266751, 41477080
1685622097.302243, 43550934
1685622097.336101, 45624788
1685622097.369401, 47698642
1685622097.403883, 49772496
1685622097.441276, 51846350
1685622097.471897, 53920204
1685622097.507790, 55994058
1685622097.542054, 58067912
1685622097.577972, 60141766
1685622097.615459, 62215620
1685622097.648184, 64289474
1685622097.737122, 66363328
1685622097.746585, 68437182
1685622097.756258, 70511036
1685622097.781502, 72584890
1685622097.817415, 74658744
1685622097.850361, 76732598
1685622097.887011, 78806452
1685622097.924372, 80880306
1685622097.954432, 82954160
1685622097.989251, 85028014
1685622098.024910, 87101868
1685622098.057817, 89175722
1685622098.092686, 91249576
1685622098.128159, 93323430
1685622098.161293, 95397284
1685622098.175494, 93323430
1685622098.175589, 91249576
1685622098.175649, 89175722
1685622098.175733, 87101868
1685622098.175786, 85028014
1685622098.175838, 82954160
1685622098.175890, 80880306
1685622098.175951, 78806452
1685622098.197734, 80880306
1685622098.229113, 82954160
1685622098.264673, 85028014
1685622098.303311, 87101868
1685622098.333315, 89175722
1685622098.367768, 91249576
1685622098.410024, 93323430
1685622098.437171, 95397284
1685622098.471458, 97471138
1685622098.508826, 99544992
1685622098.540693, 101618846
1685622098.575732, 103692700
1685622098.612673, 105766554
1685622098.644209, 107840408
1685622098.678682, 109914262
1685622098.714051, 111988116
1685622098.748857, 114061970
1685622098.784379, 116135824
1685622098.817321, 118209678
1685622098.854542, 120283532
1685622098.885768, 122357386
1685622098.921300, 124431240
1685622098.968714, 126505094
1685622098.988927, 128578948
1685622099.029491, 130652802
1685622099.058344, 132726656
1685622099.099278, 134800510
1685622099.126843, 136874364
1685622099.161178, 138948218
1685622099.175827, 136874364
1685622099.175904, 134800510
1685622099.175970, 132726656
1685622099.176010, 130652802
1685622099.176047, 128578948
1685622099.176084, 126505094
1685622099.176120, 124431240
1685622099.176230, 122357386
1685622099.176272, 120283532
1685622099.176308, 118209678
1685622099.203794, 120283532
1685622099.229186, 122357386
1685622099.268824, 124431240
1685622099.305008, 126505094
1685622099.332583, 128578948
1685622099.371003, 130652802
1685622099.401924, 132726656
1685622099.435936, 134800510
1685622099.470965, 136874364
1685622099.509902, 138948218
