Timestamp, Memory Usage
1685622092.947284, 8
1685622092.947649, 0
1685622092.966948, 8
1685622092.967307, 0
1685622092.967554, 8
1685622092.967950, 0
1685622092.968635, 8
1685622092.971588, 0
1685622092.973159, 8
1685622092.973628, 0
1685622092.983730, 8
1685622092.984531, 0
1685622092.997133, 8
1685622092.997474, 0
1685622093.065051, 8
1685622093.065711, 0
1685622093.974657, 8
1685622093.975086, 0
1685622093.993797, 8
1685622093.994111, 0
1685622094.573351, 8
1685622094.573665, 0
1685622095.624285, 8
1685622095.624576, 0
1685622096.721263, 2073854
1685622096.732071, 4147708
1685622096.736999, 6221562
1685622096.755640, 8295416
1685622096.755926, 10369270
1685622096.767398, 12443124
1685622096.812544, 14516978
1685622096.830765, 16590832
1685622096.832137, 18664686
1685622096.850519, 20738540
1685622096.851464, 22812394
1685622096.874518, 24886248
1685622096.876199, 26960102
1685622096.896652, 29033956
1685622096.901058, 31107810
1685622096.923424, 33181664
1685622096.923737, 35255518
1685622096.940656, 37329372
1685622096.944638, 39403226
1685622096.964284, 41477080
1685622096.965428, 43550934
1685622096.984627, 45624788
1685622096.986998, 47698642
1685622097.006651, 49772496
1685622097.010427, 51846350
1685622097.019832, 53920204
1685622097.054868, 55994058
1685622097.057077, 58067912
1685622097.082505, 60141766
1685622097.082842, 62215620
1685622097.115605, 64289474
1685622097.118522, 66363328
1685622097.150850, 68437182
1685622097.153606, 70511036
1685622097.184244, 72584890
1685622097.184552, 74658744
1685622097.222721, 76732598
1685622097.226992, 78806452
1685622097.256726, 80880306
1685622097.257017, 82954160
1685622097.291810, 85028014
1685622097.292106, 87101868
1685622097.330595, 89175722
1685622097.330936, 91249576
1685622097.357875, 93323430
1685622097.365765, 95397284
1685622097.392711, 97471138
1685622097.393710, 99544992
1685622097.424867, 101618846
1685622097.435425, 103692700
1685622097.459855, 105766554
1685622097.462128, 107840408
1685622097.494294, 109914262
1685622097.501235, 111988116
1685622097.527278, 114061970
1685622097.528466, 116135824
1685622097.559177, 118209678
1685622097.560078, 120283532
1685622097.592788, 122357386
1685622097.597147, 124431240
1685622097.629924, 126505094
1685622097.631105, 128578948
1685622097.720486, 130652802
1685622097.726743, 132726656
1685622097.732813, 134800510
1685622097.738166, 136874364
1685622097.746553, 138948218
1685622097.751707, 141022072
1685622097.770125, 143095926
1685622097.770754, 145169780
1685622097.801163, 147243634
1685622097.801457, 149317488
1685622097.834856, 151391342
1685622097.835996, 153465196
1685622097.872904, 155539050
1685622097.874045, 157612904
1685622097.903656, 159686758
1685622097.904021, 161760612
1685622097.930188, 161760620
1685622097.931635, 161760612
1685622097.932553, 161760620
1685622097.936982, 161760612
1685622097.940380, 163834466
1685622097.941039, 165908320
1685622097.950982, 165908328
1685622097.951591, 165908320
1685622097.974201, 167982174
1685622097.975203, 170056028
1685622098.007559, 172129882
1685622098.007901, 174203736
1685622098.042801, 176277590
1685622098.043886, 178351444
1685622098.076511, 180425298
1685622098.077036, 182499152
1685622098.110657, 184573006
1685622098.112157, 186646860
1685622098.144801, 188720714
1685622098.145116, 190794568
1685622098.176362, 192868422
1685622098.180562, 194942276
1685622098.213405, 197016130
1685622098.216255, 199089984
1685622098.250262, 201163838
1685622098.251245, 203237692
1685622098.283633, 205311546
1685622098.283965, 207385400
1685622098.323084, 209459254
1685622098.324902, 211533108
1685622098.356148, 213606962
1685622098.357909, 215680816
1685622098.389956, 217754670
1685622098.390930, 219828524
1685622098.422124, 221902378
1685622098.427344, 223976232
1685622098.461601, 226050086
1685622098.465596, 228123940
1685622098.497720, 230197794
1685622098.500271, 232271648
1685622098.539946, 234345502
1685622098.541385, 236419356
1685622098.570011, 238493210
1685622098.571391, 240567064
1685622098.604286, 242640918
1685622098.604973, 244714772
1685622098.641532, 246788626
1685622098.646539, 248862480
1685622098.678118, 250936334
1685622098.680330, 253010188
1685622098.698945, 255084042
1685622098.727930, 257157896
1685622098.741087, 259231750
1685622098.761357, 261305604
1685622098.772370, 263379458
1685622098.784947, 265453312
1685622098.805813, 267527166
1685622098.811944, 269601020
1685622098.850823, 271674874
1685622098.857370, 273748728
1685622098.884175, 275822582
1685622098.886029, 277896436
1685622098.909622, 279970290
1685622098.919773, 282044144
1685622098.946507, 284117998
1685622098.971834, 286191852
1685622098.980759, 288265706
1685622098.991924, 290339560
1685622099.043963, 292413414
1685622099.046839, 294487268
1685622099.078774, 296561122
1685622099.079573, 298634976
1685622099.105473, 300708830
1685622099.109156, 302782684
1685622099.146361, 304856538
1685622099.148337, 306930392
1685622099.164222, 309004246
1685622099.192757, 306930392
1685622099.193020, 304856538
1685622099.193091, 302782684
1685622099.193233, 300708830
1685622099.193327, 298634976
1685622099.193401, 296561122
1685622099.193458, 294487268
1685622099.193515, 292413414
1685622099.193571, 290339560
1685622099.193627, 288265706
1685622099.193686, 286191852
1685622099.193743, 284117998
1685622099.193799, 282044144
1685622099.193856, 279970290
1685622099.193909, 277896436
1685622099.193963, 275822582
1685622099.194019, 273748728
1685622099.194081, 271674874
1685622099.194135, 269601020
1685622099.201869, 271674874
1685622099.224306, 273748728
1685622099.240122, 275822582
1685622099.265782, 277896436
1685622099.266092, 279970290
1685622099.292609, 282044144
1685622099.298964, 284117998
1685622099.310018, 286191852
1685622099.326533, 288265706
1685622099.362989, 290339560
1685622099.373931, 292413414
1685622099.393193, 294487268
1685622099.394195, 296561122
1685622099.418561, 298634976
1685622099.419709, 300708830
1685622099.434379, 302782684
1685622099.435910, 304856538
1685622099.468933, 306930392
1685622099.473504, 309004246
1685622099.493574, 311078100
1685622099.495230, 313151954
1685622099.529575, 315225808
1685622099.533442, 317299662
1685622099.567343, 319373516
1685622099.568425, 321447370
1685622099.605301, 323521224
1685622099.607008, 325595078
1685622099.643493, 327668932
1685622099.645659, 329742786
1685622099.674858, 331816640
1685622099.678840, 333890494
1685622099.714118, 335964348
1685622099.714927, 338038202
1685622099.749637, 340112056
1685622099.761322, 342185910
1685622099.779276, 344259764
1685622099.780058, 346333618
1685622099.802384, 348407472
1685622099.804951, 350481326
1685622099.844212, 352555180
1685622099.845379, 354629034
1685622099.876404, 356702888
1685622099.876735, 358776742
1685622099.907345, 360850596
1685622099.908964, 362924450
1685622099.910674, 362924458
1685622099.910985, 362924450
1685622099.937215, 364998304
1685622099.941297, 367072158
1685622099.977220, 369146012
1685622099.978021, 371219866
1685622100.007904, 373293720
1685622100.013963, 375367574
1685622100.043211, 377441428
1685622100.044702, 379515282
1685622100.076067, 381589136
1685622100.077683, 383662990
1685622100.108309, 385736844
1685622100.113424, 387810698
1685622100.146908, 389884552
1685622100.147937, 391958406
1685622100.176671, 394032260
1685622100.179332, 394032268
1685622100.179657, 394032260
1685622100.185934, 396106114
1685622100.193319, 394032260
1685622100.193560, 391958406
1685622100.193641, 389884552
1685622100.193702, 387810698
1685622100.193770, 385736844
1685622100.193836, 383662990
1685622100.193895, 381589136
1685622100.193969, 379515282
1685622100.194032, 377441428
1685622100.194093, 375367574
1685622100.194151, 373293720
1685622100.194211, 371219866
1685622100.194268, 369146012
1685622100.194322, 367072158
1685622100.194375, 364998304
1685622100.194429, 362924450
1685622100.194487, 360850596
1685622100.194547, 358776742
1685622100.194631, 356702888
1685622100.194708, 354629034
1685622100.194778, 352555180
1685622100.194836, 350481326
1685622100.194893, 348407472
1685622100.218237, 350481326
1685622100.219720, 352555180
1685622100.249225, 354629034
1685622100.250068, 356702888
1685622100.284894, 358776742
1685622100.288012, 360850596
1685622100.316988, 362924450
